gene_name	p-val
Rpn9	8.184610435338436e-05
CG15896	8.320312379770757e-05
CG10543	8.33259609211459e-05
KP78a	8.36696797516981e-05
Trf4-1	8.412458808594459e-05
CG5599	8.416407650473883e-05
CG7115	8.438993182373686e-05
CG12581	8.450609073393468e-05
snoRNA:Me28S-U2134a	8.589406532432093e-05
dnr1	8.597807886370548e-05
msb1l	8.763188104912815e-05
CG7630	8.763613768854856e-05
Nnp-1	8.829370163419908e-05
CG7488	8.851523729201293e-05
pie	8.853946180296016e-05
Fim	8.854437470135481e-05
CG8223	8.893646284349551e-05
CG10777	8.89676448610429e-05
T-cp1	8.92104458369049e-05
snRNP-U1-C	9.00793568274083e-05
CG13217	9.139786524400065e-05
p38b	9.184223177623982e-05
CG10754	9.304072290169566e-05
Eno	9.304609785517081e-05
POSH	9.355293871460145e-05
Traf4	9.378646857446421e-05
CG3817	9.44890711493014e-05
CG10616	9.493353561172254e-05
Pol32	9.539386528587312e-05
CG8237	9.558315718874367e-05
Ranbp21	9.571101516310362e-05
CG18600	9.643755894373605e-05
CG17271	9.663831487024741e-05
CrebB	9.778645301350062e-05
CG5966	9.796899219489503e-05
Prestin	9.882374131357388e-05
CG30392	9.932544964493644e-05
Ice2	9.982932860948562e-05
SmD2	0.00010002938529941878
CG13344	0.00010040614865918057
mei-218	0.00010046384126218227
CG9410	0.00010232891561276107
Uba1	0.00010396227550672729
Prp3	0.00010445700579673455
CG12848	0.00010525863141087739
colt	0.000105401110167642
CG11447	0.00010555352831128316
CG32829	0.00010567521582527651
mei-P22	0.00010578069206775715
hep	0.00010658216142386794
CG6512	0.00010687982215637159
mod(r)	0.00010741027138799113
CG8494	0.00010797579146649307
Tim9a	0.00010819177837225698
CG6412	0.00010892595114889979
gb	0.00010919235986721833
Psa	0.00010971276541577581
PI4KIIIalpha	0.0001101867349676277
CG11247	0.00011123198807056014
CG12608	0.00011153357677015334
eIF6	0.00011217891922761633
RpL14	0.00011269385184635382
Efr	0.00011313348401932746
chm	0.00011317815191861281
Ns1	0.00011318334961816405
Snm1	0.00011437743566300668
mats	0.00011473044940739634
Nat1	0.00011490055346476897
CG14570	0.00011530917621660534
wntD	0.00011600101116252935
Vha44	0.00011604838362006948
SsRbeta	0.00011683252168870803
MED18	0.00011715997841243615
CG11284	0.00011729812765020443
CR45973	0.00012003620694196138
raptor	0.00012026840839233008
Ibf2	0.0001205083251827129
CG7460	0.00012157253175565204
CG8636	0.00012166288911422874
Mdr49	0.00012174656279936925
CG42231	0.00012254609576785284
msl-2	0.00012324462114212705
Ada2b	0.00012380250082922903
Rpn5	0.00012404032568183045
CG4042	0.0001246118933695626
Map60	0.00012598332986393787
Zip99C	0.00012599055852189497
VhaM8.9	0.0001280762420588703
Cwc25	0.0001281676995656891
CG14182	0.00012870141637820164
rev7	0.00012906107412381294
CG9302	0.0001300229545323744
CG1812	0.00013056163906296283
CG7218	0.00013082381418840828
CG8243	0.00013139253368927813
Trap1	0.00013246389252389806
Cdc27	0.00013291928927005748
cg	0.0001344182071498038
Tom7	0.000134641912494229
HP1c	0.000134852314129166
Cct5	0.0001353681194399005
Chmp1	0.00013777079207698354
CG33672	0.000139694113520182
CG11138	0.00014077522009315675
Rab6	0.00014091135792425338
CG3032	0.00014282047275849752
AdSS	0.00014336856970847866
Vha55	0.0001433977198665278
Cchl	0.00014399250840510104
Strip	0.0001447127433871956
Pym	0.00014501588299182893
CG14270	0.00014547233364588206
mRpL21	0.00014577005230506345
Rab40	0.00014623180128040913
CG31224	0.00014668873305353613
CG10462	0.0001470680581230546
FK506-bp2	0.00014823145274621207
CG3760	0.00014905035798361827
CG9306	0.00014920371468355744
mRpS33	0.00014927973860518533
HIPP1	0.00015168451887946464
CG8089	0.0001520154180448301
otu	0.000152403510934169
Vps16B	0.00015258469739540454
CG6406	0.00015524175929321237
CG32138	0.0001554986906763132
Nedd8	0.00015552120028822388
CG11436	0.00015571988842605556
tyf	0.0001578345304542231
out	0.00015803983243894984
Pomp	0.00016110719659245755
CG8149	0.0001625083545936229
alphaTub84B	0.00016301727280623642
tra2	0.0001637236793928722
Trxr-1	0.0001641474188422066
ATPsyn-b	0.0001645734848743795
DNaseII	0.00016495153917535474
shark	0.00016568379898522772
VhaPPA1-1	0.000168145832210507
U4-U6-60K	0.00016932700395977818
mal	0.00017019074661789462
CG4769	0.00017135756283374672
eIF-3p66	0.0001746527436616805
CG42394	0.0001759924670257717
sicily	0.00017644642786730888
CG9330	0.00017736097634407373
twf	0.00017739613125818267
trk	0.00017752630765282312
PCNA	0.0001782180360469934
CG11739	0.00017956533167337458
CG18178	0.0001801265178107796
CG30284	0.00018263115143701
RpL24-like	0.00018401297525655477
CG30157	0.00018488972998341438
CG32454	0.0001851896424593905
Elba3	0.00018535765426925413
TER94	0.0001878917446843239
CG6962	0.00018858417960625762
CG6420	0.00018863618129843227
CG13334	0.00018956730451938098
CG5484	0.00019029531572438998
CG11398	0.00019142095778571546
Rbp1	0.00019159664349506823
CG5828	0.00019278347645703195
Mcr	0.00019296376929077595
CG12182	0.00019362594739574132
SCAP	0.00019409546778675915
Hexo1	0.00019505728541174065
mRpL14	0.00019772046833658883
CG34133	0.00020090905468965578
CG32110	0.00020358834720751859
CG5033	0.00020438353235888152
Adh	0.00020482055013280144
CenG1A	0.00020507674094429
CG15525	0.00020513757169804265
mtm	0.00020696228280283954
Ref1	0.0002094162697616106
CSN6	0.00021107293958040366
CG2091	0.00021447132977294548
CG13653	0.00021668742430648211
CG6744	0.00021841634873019612
Brms1	0.00021944517147036885
RnpS1	0.00021958179648058637
Cyp1	0.00022257029098227604
CG2023	0.00022284527857519622
Cctgamma	0.0002228673001873875
CG5004	0.00022307177167286998
Lac	0.00022598124375641776
Hydr2	0.000226113981224693
larp	0.0002262373056440301
CG9384	0.00022717696153667
GstT1	0.00022987992980773748
CG40042	0.000230369080243716
Socs44A	0.0002318986069742095
Vti1	0.00023446499299574486
CG43659	0.00023746380004994335
prod	0.00023895676767789095
CG17470	0.00024183372103994336
Spt	0.00024268754159335675
gnu	0.00024298883479007964
CG5045	0.0002454834729530031
AnxB11	0.00024580277501719125
CR44930	0.00024684720543411337
CG7492	0.0002479290177898739
slp2	0.00025169533482796507
CG17765	0.0002517748839416348
Pgm	0.0002559058534467868
Claspin	0.00025948033300729874
CG8841	0.00026094785229948325
H	0.0002618610129770787
CG4278	0.0002624176146047421
CG11802	0.00026454799054074287
CG17802	0.0002652664600013462
Spt3	0.00026764834471839727
CG34137	0.000271835988555793
Ppt1	0.00027256129534695414
CG5335	0.0002727044415019852
Sas10	0.0002740907793009383
SF2	0.0002743487440222721
CG12929	0.0002758958894841148
smt3	0.00027713369055267146
da	0.0002779367482348755
bora	0.00027818364682708087
CG3618	0.00027840970356309073
Aac11	0.000279085146541415
ligatin	0.00028006910579014697
GstE1	0.00028773995522561477
CG32262	0.0002880160021130766
meigo	0.000288024934004686
Rpt1	0.0002914123306740922
Atg18a	0.00029413110292616796
CG33111	0.0002952138309645363
CG6287	0.0002958349661454095
CR43950	0.00029929909006841073
CG4199	0.00030197127271921695
bru	0.0003080940684120193
l(1)10Bb	0.0003085171039166982
Rs1	0.0003127119767418138
CG14812	0.0003136369222127516
CG1575	0.00031406155750142943
Ras85D	0.0003147809580074061
CG1542	0.0003159503671903739
lok	0.00031735157977371515
CG14207	0.00031905127271544234
tacc	0.0003198547996663067
CG9586	0.0003218510170053589
BCAS2	0.0003227619127011645
Kr-h2	0.00032350620653786764
CG6175	0.0003259185714894993
Nup93-2	0.00032814530220192723
CG4866	0.0003300698388964892
Trx-2	0.00033490256574066155
Vha36-1	0.00033712369946507477
Elf	0.000340092594547602
CR45610	0.0003432100148345846
msk	0.0003443934203031409
mRpS17	0.0003482703547224929
Pex23	0.00035279924977421444
CG17734	0.0003540517528555475
Elba2	0.0003545706416197262
CG6272	0.0003567861287998169
Wdr82	0.00036026692726821304
tamo	0.00036089678084078383
CG14451	0.00036236494793151307
CG13005	0.00036304891167256365
CG2852	0.00036591546206412933
not	0.00036640441518657286
Pi3K92E	0.0003667863440026597
CG9186	0.00036770392679058106
CG10336	0.00036909921861956463
CG8668	0.000369203739808341
shg	0.0003710759073774658
cactin	0.0003712295584199342
Vps24	0.0003727516678597215
Rpn7	0.00037501202694534063
gd	0.0003753963672631477
mir-4912	0.00038115974962987803
piwi	0.0003849355988249144
Gem3	0.0003864674153984093
CG7787	0.0003866955983626257
G9a	0.0003900614596023569
Rpn2	0.0003900910820588098
CG9376	0.00039204250727755926
HipHop	0.0003921524511304497
RhoGEF3	0.00039282785227905993
CG7943	0.00039374605865472213
Mtr3	0.00039389032817588337
CG3077	0.00039528105331796114
CG5787	0.00039572616028581175
CG8475	0.00039603696809257616
CG11674	0.0003990786216672094
spel1	0.0003998536650687995
Rok	0.00039999234363561595
CG3678	0.0004013705211985184
Fic	0.00040202476281595186
Ir51b	0.0004045531344012166
GlyP	0.0004066914318708756
CR44931	0.0004079783303876449
CR45176	0.0004081701784562954
CG14814	0.00040845093769313644
CG7133	0.00040933380085153174
MESK2	0.0004102630598156945
CG7523	0.0004114596863418893
Rpb10	0.000425899604204134
Nuf2	0.0004297456165869994
BigH1	0.0004363417521844212
CG8005	0.0004385994234061137
Su(P)	0.0004431415951963507
Su(var)2-10	0.0004431811503662273
CG2126	0.000443479316992929
CG11076	0.00044537395071612816
RpS24	0.0004498891687799648
Ctf4	0.0004542057596448109
shep	0.0004578964659356294
sle	0.00045856721465159256
CG42556	0.00045872103189223266
Prosap	0.00046317205015635154
mRpL30	0.00046359498343303976
CG12986	0.0004638059621910858
AdSL	0.00046570807471869093
CG30051	0.00046588651823151634
Prosbeta1	0.0004670898872300992
gbb	0.0004674440390018352
S-Lap5	0.0004711799228479726
Debcl	0.00047501702622875706
Taf6	0.0004765701834378005
Coprox	0.00047783504938360985
Tango4	0.00047983666987398493
CG4407	0.00047999926308910665
mRpL18	0.0004820091378014118
aub	0.00048547984511328554
Larp7	0.000486351782472118
CG34163	0.0004875231724909427
M1BP	0.00048822391975711696
r-l	0.00048826672757726764
Nsun2	0.0004937050977137486
Ubpy	0.0005022076855700229
Orct2	0.0005058277089498502
Pex13	0.0005124636587436299
CG2767	0.0005130004697143526
CG9917	0.0005157126995716446
CG9485	0.0005159000457012493
Ada	0.0005179024373900511
Hsp60	0.0005209912825152595
CTCF	0.0005223668144791723
dgt5	0.0005249633663131002
chrb	0.0005256318848939454
Past1	0.0005286281613034101
CG4707	0.0005343858352567504
CG17721	0.0005349574319783443
CG4617	0.0005382290595594688
CG10494	0.0005423756692588228
CG9426	0.0005434169229470355
stai	0.0005512484280210289
CG3337	0.0005529028098437873
CG8915	0.0005530492653267052
CG13255	0.0005546476895228773
tth	0.0005581817520646091
RhoGDI	0.0005600855563033715
Cas	0.0005614643493173888
twe	0.0005720072931824422
CG4848	0.0005734852332499824
Lasp	0.0005746733032725673
CG12121	0.0005889549333973207
CG4951	0.0005964961077530043
CR45822	0.0005974498649574245
CG5087	0.0005997449316214515
grp	0.0006019571609114885
spag	0.0006062151925625448
Dhpr	0.0006082050887799563
Sgf11	0.000608791940004638
Pp2A-29B	0.0006122370379397009
Dcp-1	0.0006125558054290432
CG7208	0.0006126430916111097
Cdk2	0.0006138366274944556
CR45593	0.0006224779216239426
faf	0.0006241729716735128
CG9246	0.0006304052080414758
l(2)35Df	0.0006317122465087109
CG7970	0.000631862699897774
nes	0.0006335411869702771
CG11537	0.000635537974208588
aurA	0.0006376726925215937
CG11231	0.0006436054041633655
Dpck	0.0006456734382738054
Mrtf	0.0006479466332771832
CG5903	0.000649017254993964
Dim1	0.0006496700469625275
mt:ATPase8	0.0006558063520763604
CR45276	0.0006613375777380869
CG7841	0.0006619425577231907
CG9577	0.0006627019032539976
CG14450	0.0006675650624017323
CG5862	0.000668894053725642
epsilonCOP	0.0006734967306578732
CG10479	0.0006751619368602941
CG2865	0.0006761952441560887
Bmcp	0.0006815590659291469
ari-2	0.0006856083308067261
CG1785	0.0006860573467548577
CG12042	0.0006880412484206521
SmD1	0.0006912862949085704
Pgant35A	0.0006933375543596103
CG9914	0.0006940965784816959
cup	0.0006972970386196414
fh	0.0006997812299315535
CG1789	0.0006999468829730936
RFeSP	0.0007033856676495367
Pxt	0.0007059827935299821
pkaap	0.0007085615735085565
Mcm6	0.000711403627517592
jub	0.0007152404828277101
CG13097	0.0007225947538842186
CG13773	0.0007268426226665896
wash	0.0007288677553921119
msl-1	0.0007315411532433976
CG30059	0.0007360352616692658
fj	0.0007366107459384509
baf	0.000736847076347587
CG11360	0.0007396197782809657
CG6712	0.0007422289198749305
mRpS18A	0.0007433171451269082
CG8319	0.0007505351474980989
Ndc1	0.0007544454854934992
RpL41	0.0007545937510813897
eIF2B-epsilon	0.0007566813604469643
Wsck	0.0007568066049749531
flr	0.0007640793640812799
CR30055	0.0007687567012023004
fz4	0.0007698682913271326
CG32756	0.0007721262034720645
CG17163	0.0007727746729219207
CG10068	0.0007751169626718676
CG6540	0.0007792432292252904
CG5355	0.000786714810205465
CG7510	0.0007880408953171406
nrv1	0.0007882626549586748
Ca-P60A	0.0007891114993938297
CR44763	0.0007906619984388558
mge	0.0007907960639747405
CG6179	0.0007912696141322339
Fpps	0.0007965151406210921
Nup154	0.0008029304915217709
CG34229	0.0008148547085365871
CG13465	0.0008159420483768771
Synd	0.000818969569722402
Chd3	0.0008212132524239574
CG8783	0.0008251799792684145
BCL7-like	0.0008332652682580385
RpLP2	0.0008334490549238197
Rrp45	0.0008352577699710469
CG42259	0.0008363030942889926
pen-2	0.000846708691397614
CG34183	0.0008483514368605271
CG7339	0.0008489840192435948
CG7927	0.0008495169638706525
CG2004	0.0008508650036327293
Rlip	0.0008529508695716754
z	0.0008572515385999704
toc	0.0008596471330181426
Bug22	0.0008604556866997654
Unr	0.0008643560428754209
CG15535	0.0008673167129780668
CG7728	0.0008709082869829627
CG10237	0.0008759426504452826
CG32625	0.0008778953455894738
cnc	0.0008787063247372693
CG9886	0.0008842101825153115
CG14210	0.0008926398690476539
CR45033	0.000899068326566519
CG31365	0.0009017463787729074
CG3770	0.0009069145249588067
CG10338	0.0009153681028597874
CG4749	0.0009167507324812756
ave	0.0009186783069968434
sn	0.0009200060651598706
CG9769	0.0009212109745299419
CG11737	0.000928939737412929
l(3)03670	0.0009319396235728039
vls	0.0009328102340874476
CG11703	0.0009363728184214514
tsr	0.0009369202451907047
CG3165	0.000938608067346653
eIF3-S9	0.0009399539412118203
CG11377	0.0009455155483691883
CG5189	0.0009472747750614106
CG10055	0.0009489166287328865
CG11811	0.0009507132131279101
CG12316	0.0009516907165505593
Tsp86D	0.0009527884220953507
Dmn	0.000956395664393932
CG13807	0.0009613473207281023
CG15696	0.0009632355478041634
CG30118	0.000967050440346708
Prosbeta3	0.0009740777657106583
Fem-1	0.0009802457218948538
CG32536	0.0009854444025850521
Blos2	0.0009857185721904222
CG7718	0.0009861699031791654
CG4996	0.0009933606637831727
RfC38	0.0010013636793029215
CG32452	0.00100840810555125
twin	0.0010090944374673506
CG4585	0.001016219604103498
CR34262	0.0010167309102390666
CG42381	0.0010203285981669598
CG5877	0.0010233148350936633
Myd88	0.0010283591296070898
CG17568	0.0010346109990292058
CG10321	0.0010403073334293792
mus101	0.0010440754371980733
CG3409	0.0010451556052855368
CG3815	0.0010495620468757025
CG9205	0.0010527725910122123
Rbf	0.0010585423126059058
CG9986	0.0010602746042179206
MED4	0.0010627278492293456
CG1737	0.0010746667902651855
CG7632	0.0010758402226152145
CG32264	0.001084191854575931
CG4558	0.00108866170086282
CG17726	0.0010944326734003754
CG13605	0.0011037203304068177
vret	0.001105934841312695
swm	0.0011094610653775141
CG10527	0.0011137332281262742
boca	0.001119844052333803
CG2982	0.0011199546090159918
Pcd	0.001125831960841103
Pis	0.0011283078313958524
Uba3	0.001133312732478735
Gp93	0.0011364950383038134
CG8195	0.0011410846047269023
CG15012	0.001143729894505555
pr-set7	0.0011491915125600117
CG10340	0.0011506854253035637
RNaseP:RNA	0.0011527352027707923
CG15098	0.001154707041690192
Liprin-alpha	0.0011590367110494517
cpb	0.0011600310082841372
l(1)G0255	0.0011676372748965283
Psf3	0.0011677333177059674
SCOT	0.001174944441919224
Nop17l	0.0011766266885179487
CG14767	0.0011815997386911976
l(3)02640	0.001185363322576719
CG9104	0.0012054515280995254
aop	0.0012061028752356298
mRpL4	0.0012076093629719723
alpha-Man-Ib	0.0012098227385264559
CG42819	0.0012160766100366882
Rich	0.0012214026036950962
CG8441	0.0012309601260688658
Liprin-beta	0.0012348130784828688
mtSSB	0.0012416318130218855
Nup37	0.0012416502995326569
woc	0.0012505992110983237
CG10576	0.0012563499860724799
CG5439	0.0012617381726017526
scaRNA:MeU5-C46	0.001263990299738864
Tango9	0.001273171384540185
CstF-64	0.001280099975554032
CG42813	0.0012826439649721718
CG5478	0.0012849312276245082
CG42389	0.0012894123362599242
Sas-6	0.0012904646128752077
CG8735	0.0012921428931900968
CG15715	0.0013005517049526805
spn-F	0.0013010885683549522
cad	0.0013108402552241616
CG12267	0.0013162095569272658
RpL9	0.001340439688968776
ems	0.0013474842064547976
pck	0.0013530041293944963
Ras64B	0.0013551418210306697
Kdm4A	0.0013578568096892017
Hsepi	0.0013600819992243326
Tpi	0.00136009488816919
CG13994	0.00136203632117321
nerfin-1	0.0013624140476125284
CG9941	0.0013648755946843274
GstE7	0.0013714835345065663
RpL35	0.001374021370416592
RpL6	0.001380489958909906
mRpL27	0.001381525620078461
MFS18	0.0013984591551290393
CR14033	0.0014035795072484957
BtbVII	0.0014116305572792593
pico	0.0014159349803428657
noe	0.001418019231484517
ssh	0.0014241904131507954
mRpS28	0.0014315861653914615
Aprt	0.0014340161321142937
CG8481	0.0014416656383287897
CG14860	0.0014418473869470684
mfrn	0.0014497884036400502
CG13609	0.0014525791781130736
Mtp	0.001462129081026875
betaTub56D	0.0014672516894612096
Tom20	0.001471163113224215
CG11899	0.0014774962388937123
wisp	0.001487446166852061
ImpE3	0.0014923634903545864
CG14894	0.001494083690237173
Sem1	0.0015036649632490242
Aats-gly	0.0015051672047908288
VhaAC39-1	0.0015108073884815866
MED8	0.0015116460824096014
CG1677	0.001520479054556326
pelo	0.0015260235997821244
14-3-3epsilon	0.0015330988951636085
Tom70	0.0015338286186464898
Dcr-1	0.0015393447846453133
Tango14	0.0015401290755879306
CG7183	0.0015470399399041099
CG34125	0.001547416689033718
Atg18b	0.0015529918299819188
CG32039	0.0015654015539321134
GstD5	0.0015772928834318796
CR41519	0.0015822686208825144
CG31694	0.0015904200655990422
DNApol-iota	0.001593036074188008
Arp2	0.0015933881539684255
Gclm	0.0015974769911812818
CG8378	0.0016226132406747561
Hsp83	0.0016255877838584631
Sec24AB	0.0016265424070726813
Spt6	0.0016273151255671973
CG42542	0.001655616648997921
Prpk	0.0016603757081544573
CG31937	0.0016682722015022165
Rrp1	0.0016728600155860717
Sce	0.001676414628311132
Ccdc56	0.0016783587397829793
CG15107	0.0016873275807204795
CG42445	0.0016900122338792602
SMSr	0.001698671776370153
CG5548	0.0017018411701065915
ver	0.001723105803829978
CG11593	0.001725994571879151
Arc1	0.0017423886375706429
CG5718	0.0017437182157777648
CG7458	0.001755904281543986
Oda	0.001759360430067665
CG8204	0.0017605410098828695
l(2)37Cc	0.001761577899379165
CG12859	0.0017661369546818576
Rpb11	0.0017844321908620188
CG6686	0.0017926276521846207
Aats-trp	0.0017947912611061064
CG11070	0.00179803547377998
Cyt-b5	0.001799776955049483
ergic53	0.001800057335220208
CG12084	0.0018099923612787934
cag	0.0018112060495172506
Gpb5	0.0018175240253205198
Lap1	0.0018281197415653259
Mat1	0.0018442255500067724
Aats-leu	0.0018528888380980667
CG5885	0.0018565577532950012
Ssu72	0.0018579418824729483
RfC4	0.0018714038637238381
CG8531	0.0018774066914215273
CG7369	0.0018801130901909054
Parg	0.0018920140817466403
CG12091	0.001896229412141959
CG14615	0.001905581912950866
CG14480	0.0019072898626981186
Scox	0.0019180149729018728
swa	0.0019187344024404688
CG2021	0.0019305744346439422
SkpA	0.0019342494147124572
CG7265	0.0019400381327171845
CG33474	0.0019454998713837287
CR45867	0.0019536053518531974
CG4338	0.0019593573076588998
Fib	0.001959882382877428
PGRP-SC2	0.001960642832437326
Spt20	0.0019640279042550377
CG10672	0.001970020872844136
CG13192	0.001973442982966339
CG6951	0.001978585172123738
NP15.6	0.0019940353974793545
Acph-1	0.0020097378611427033
Ntmt	0.002013611364719117
Tcp-1eta	0.0020444780503404863
mRpL13	0.0020452172055056166
CG10383	0.002048135465197168
P5cr	0.0020525233553373087
lid	0.0020575745068406683
beag	0.0020635125888521
DMAP1	0.002065556636743483
cer	0.0020724478435138914
Sod3	0.0020798346602651555
RhoGAP54D	0.0020828806196552013
Apc	0.002087866967919501
CG33786	0.0020894084194266497
CG8950	0.0020924636877577957
CR45916	0.0020977734202333774
CG14647	0.0021130004737208766
CG18048	0.0021319550122079877
CG1951	0.0021390788629964993
CG12662	0.002140011615846322
CG13766	0.002142686576853668
CG3313	0.002147706365021966
Tab2	0.0021488395059985643
CG15863	0.0021588275528578622
DnaJ-60	0.002187064066330556
hoe1	0.0021914319849237235
Tbc1d15-17	0.0021949248619426197
Patj	0.002202349423149924
Mer	0.0022101663944895573
mtTFB1	0.002211927233220984
CG1603	0.0022192703973379795
CG43736	0.002220643869613705
Rae1	0.0022214174437205103
pre-mod(mdg4)-T	0.0022310021548098188
CG13599	0.0022362110664927463
angel	0.002246530495163735
Toll-7	0.0022574815094837707
Vps29	0.0022588751021156454
Gcn5	0.0022620837234770185
MESR4	0.002262927775065771
Nf-YC	0.0022635387077405643
CG42684	0.0022676465104237106
CG13364	0.0022823013785373387
CG18812	0.0022907645753877048
CycH	0.002292425138797372
CBP	0.0023038713663223334
GNBP3	0.0023127000507599652
CG18815	0.0023349437185781045
Mcm5	0.002346580636701435
robl	0.002354430949842254
Plap	0.0023650221270387914
CG18004	0.0023751802600771735
kibra	0.00239619954943043
CG5567	0.0024048101710417535
dwg	0.0024209035977607505
AIF	0.0024322332575864533
CG7747	0.0024633354943243073
CG10889	0.0024652818173383976
CG13025	0.0024852532549477814
CG15743	0.0025022955198621467
Brd8	0.0025047182562805267
CG3808	0.0025451294292595976
CG14561	0.0025499435056906728
CR44179	0.00256044677146574
CG11107	0.0025762858408935204
CG3446	0.002588067654248893
step	0.002593419152136
CG6171	0.0026019214853088774
Zwilch	0.00261002071600349
ND23	0.00261404203811231
Tal	0.0026152751021190634
eEF1delta	0.00261593309750028
EndoB	0.0026203801087231007
CG10635	0.002623117439431307
CG9601	0.002627898102597272
CG5555	0.0026383519299516163
CR44766	0.0026393470367899736
fzr2	0.0026396823137211033
Surf4	0.002640642478415747
CG1234	0.0026429883036828564
CG4406	0.002647266647732421
CG1738	0.0026557851322398652
Atu	0.002667031089456856
Ski6	0.002670506479868419
CG13890	0.0026845509005670293
Tango5	0.0026961339551587896
CG10420	0.002733547915987271
CG43107	0.002746210223116424
CG11655	0.002770013166774976
CG7379	0.0027982632324237014
krimp	0.0028224590175139935
CG8545	0.002828225974920382
CG1970	0.0028464417427372466
CG6664	0.002864233077473958
MED11	0.0028653141493442417
26-29-p	0.0028676092493165593
BTBD9	0.0028785766640265485
CR43856	0.002888245780199237
CG12259	0.002893448165592662
nop5	0.002941301228810384
CG32485	0.002955173442858601
Pgk	0.0029598195590730086
Tao	0.0029653859359621976
capt	0.002972705211851771
CG4854	0.00297486567141908
LSm1	0.0029765621563647635
PIG-S	0.002987965495791396
Pex5	0.0029895950287380578
CG5199	0.002994266508542791
CG5676	0.002999413998612611
Adam	0.003020324211863358
CG14463	0.0030244792644141595
CG31125	0.003028649325900955
Mekk1	0.0030527655004873996
RasGAP1	0.0030584219901468265
Tsp97E	0.003077448138954849
CG14014	0.0030879989613079133
Es2	0.0030890731556131906
sll	0.003094210685650152
CG11576	0.0031022668390514167
CG32699	0.003114904123220128
CG11835	0.0031231500971179572
mir-4918	0.0031386320623210534
CG8516	0.0031447245308486925
CG10803	0.003147175984381085
Rpt3R	0.003183237967835321
CR43080	0.0032033605588974133
SppL	0.003220932569142324
Cep97	0.0032312243946487256
snmRNA:641	0.0032348251526655154
pea	0.003250014900845785
ear	0.0032503014869736586
Blos1	0.0032641681133550107
CG45092	0.003264885127894118
cal1	0.003275813188876867
mRpL40	0.0032809723027556756
CG32579	0.003284421826809472
CG34394	0.003289928644705426
Irp-1B	0.003303164661999025
CG9609	0.0033103167049697334
l(1)G0334	0.0033147923491767
Cdk1	0.003321140372668442
CG33722	0.003326809056758528
Clbn	0.003332725609495552
CG7009	0.0033591668108820557
Nelf-A	0.003364379356723836
CG8206	0.0033741588304018275
CG14966	0.0033762003320212466
Vinc	0.003381638988275669
CG1142	0.0033899676833089422
T48	0.003398075625805604
CG11858	0.0033988312404272434
vsg	0.003414456782822265
Ire1	0.0034207215323456743
lat	0.0034232066517786166
Crag	0.00343928621511039
CDC45L	0.0034428175191971292
cindr	0.0034933194359752155
dsd	0.003519128737435208
RpL26	0.0035404378816141125
MICAL-like	0.0035452235125740597
CG10366	0.003558847388465617
CG15440	0.003575650981171968
CSN8	0.0035757771775152816
CG3756	0.0035924700892808236
CG16790	0.0036106118739286917
Ugt86Da	0.003628224028999011
CG2147	0.003629536763350778
CG5026	0.0036357431682033214
snoRNA:Or-CD12	0.0036788435993912356
CG5823	0.0036792351267375995
Herp	0.0036967185099469426
Arfip	0.0037055260948910184
Pak3	0.0037072734156777414
CR45210	0.0037170814681690514
CG31109	0.0037237377358195823
l(3)neo18	0.00373317361815332
Bro	0.0037497022083967635
Sec31	0.0037531604904026163
CG11777	0.00376638746692411
Ipk2	0.00379527810709992
CG9775	0.0037964768617433377
CG11696	0.0038098432302052063
spt4	0.0038151549809187753
ldbr	0.003827982321127174
l(1)G0148	0.0038342767928315306
CG8289	0.003836752659029246
CG3634	0.003837440491802282
lin-52	0.003837947442568807
lt	0.003841122372162313
LamC	0.003842298823750381
CG8677	0.003843759344940891
CG5734	0.0038466341227085493
P58IPK	0.0038547478253447183
mtTFB2	0.0038591540816709934
Gl	0.0038749020346613497
CG1307	0.003887889756638771
beg	0.0038919124726909623
Nmt	0.003893374549970183
lama	0.0039121611129869175
Sh3beta	0.0039199864801159135
Moe	0.003924045681896115
Spx	0.003927286995829773
CG9578	0.003928320531506122
CG9305	0.003940674275055549
CG13151	0.003948938082521645
Pcl	0.003951366630704186
CG34159	0.003966748943455345
VhaM9.7-c	0.003999132201938174
botv	0.004017054605625809
NELF-B	0.004041254432904118
CG10600	0.004071273733049019
dx	0.004075491313242599
Sdc	0.0040855015240834945
xmas-2	0.004096779536467299
CG10466	0.004105088473685896
CG11897	0.004126399936434565
CR44873	0.004140165441813636
CG3530	0.004176818601729192
CG6685	0.0041861903357118735
MED19	0.004191690478880046
CG33169	0.004191952252537118
sav	0.004209839062422228
CR45889	0.004244693783289298
Coop	0.004248037284292749
Su(Tpl)	0.004249986552111343
CG30344	0.004272418410165823
CG10089	0.004280572097115787
CG5986	0.0042944607958460826
stmA	0.004307711749290284
CR46003	0.004395303862434157
NimC4	0.004396795769541837
CG6153	0.004397248685386872
CG7172	0.004407012693882771
CG5276	0.004408480357799846
Men	0.004410475907008088
Hsp67Ba	0.004421671209056127
Rcd1	0.004430905443946597
CG4036	0.004439565975399328
Ice1	0.00446060524256237
CR44987	0.004461934414126968
Jupiter	0.004479160220363236
CG8152	0.004484138728658766
CG9706	0.004512510364032724
Pi3K68D	0.004536747291204098
Pex14	0.004552842390338594
dre4	0.004553073944197509
Lrr47	0.004556142243867329
CG32512	0.004561741465722441
CG4404	0.004571311502037819
CG12207	0.004576391933994358
CG12384	0.004579499162039446
