gene_name	p-val
CG7277	0.00011988963813208235
CG9410	0.00012154857420758364
Nat1	0.00012171156375387515
CG12721	0.00012194793994754549
Pol32	0.00012222047631408808
RpLP0-like	0.00012364764697893777
CG7630	0.00012426389918278975
Uba1	0.00012482981742827646
Ac78C	0.0001249909612891064
raptor	0.00012605901433048985
CG9921	0.00012659933085188397
Nelf-E	0.0001276118346685209
CG5966	0.000127797434894519
CG8939	0.00012804213272799247
CG7637	0.0001281981604785467
gb	0.00012876231839092768
Myt1	0.00012980353367116976
Chmp1	0.00013033686050954672
chm	0.00013109997002870618
CG13344	0.00013137306738566975
l(2)37Ce	0.0001314148155451264
mats	0.00013180371035198565
colt	0.00013332044603576532
CG6178	0.00013372290082922625
CG42365	0.00013386636686899645
CG5377	0.00013544627920420715
hbn	0.00013655507674978137
CG7650	0.00013768556438742175
CG7987	0.00013811668949670146
CG42231	0.000139843776552155
CG6744	0.00013998875669958316
CG11284	0.0001407664461834324
Tim9a	0.00014110524416206314
Zip99C	0.00014111842612341005
Rpn9	0.00014171372007197258
tyf	0.00014184535465962416
Psa	0.0001420554330945803
Ice2	0.00014250832955092237
CG1749	0.00014256051000795304
CG13217	0.00014283173869149258
Ada2b	0.00014326636336088052
Neu2	0.00014414937981441307
cg	0.00014569416222285565
Eno	0.00014610374126246565
CR45822	0.00014757710525187812
CG30392	0.0001500649838576578
Rab40	0.00015012291649590321
KP78a	0.00015076342643402966
CG8494	0.0001517229562434264
CG14182	0.00015214090656740455
POSH	0.00015266596831852697
CG8223	0.00015312988313600454
CG11398	0.00015331537402500422
CG7115	0.00015351534986152783
CG12581	0.0001543306798663582
CG6512	0.00015493539348630117
CG7218	0.00015534370668758357
CG7460	0.00015557286568350007
T-cp1	0.0001570361600205911
CG10754	0.0001585305745665608
CG6420	0.000159450109713644
msb1l	0.00015967660126561578
CG7488	0.000160591204886445
snRNP-U1-C	0.00016101159095966022
Nnp-1	0.00016102524582122158
Ibf2	0.00016385641710728885
p38b	0.00016487256960428718
CG17271	0.0001657658898572681
Traf4	0.00016645590664168803
Prestin	0.00016666452514952309
CG3760	0.0001676390982823694
hep	0.00016798856052077586
sicily	0.00017012099986625978
CG3817	0.00017015815014978275
CG18600	0.00017016866519268512
Cdc27	0.0001702507604915315
Trap1	0.00017130455654433042
CR45973	0.00017320421186208264
Prp3	0.00017367641915207776
CG10462	0.00017391509557500984
Tom7	0.00017499405748677796
CG32138	0.0001772608266032611
tra2	0.00017818497322238746
CG11247	0.00017850201247110881
Rab6	0.00017946266546569798
Snm1	0.00018193605115750288
CG6412	0.00018364145493500437
CG32829	0.00018402461888299414
CG5045	0.0001844606550307364
CG9306	0.00018582896884801846
CG11447	0.00018614693148795599
CG12848	0.00018653216566332499
Cchl	0.0001865396319548835
Efr	0.00018734050262775244
Ppt1	0.0001880842546797187
CG32110	0.00018827492459940466
Cyp1	0.00019095142560091632
CG12608	0.00019113072654810602
eIF6	0.00019113455281617235
Nedd8	0.000192800668288016
AnxB11	0.0001937143075959657
SsRbeta	0.0001978579852549435
PI4KIIIalpha	0.00019787424734475336
PCNA	0.00019796385206051413
RpL14	0.00020137378661028567
mal	0.00020205097123784552
Ns1	0.00020278171071056245
Vha44	0.0002032367431782119
CG12182	0.00020388745260501606
out	0.00020400051698175122
msl-2	0.00020433183848949464
Cwc25	0.00020505731325717904
CG14570	0.00020616928259060914
wntD	0.00020732068888646666
Trxr-1	0.00020962353192795135
DNaseII	0.0002097415550580241
CG1812	0.00021054077447079967
CG11739	0.0002115092868354902
CR43950	0.00021167164321431045
CG4042	0.00021184809123706645
CG8636	0.000213466273982882
cactin	0.0002141446766268464
Mdr49	0.00021709848333585215
CG9302	0.0002178823615100956
CG4769	0.00021957129149049215
Map60	0.00021963187650503164
VhaM8.9	0.00022002628052013187
Rpn5	0.0002208878884422506
CG5484	0.00022096054316008947
CG14270	0.00022188790411056903
rev7	0.00022363700014309569
CG30157	0.00022508306977860181
Cct5	0.0002313522518330156
CG8243	0.00023273025283889655
CG5828	0.00023342485795506654
HP1c	0.0002368934078836861
CG13334	0.00023714766175511397
CG11138	0.00024441277187151885
CG33672	0.0002465391776040467
mtm	0.0002466160164714485
FK506-bp2	0.0002488695589877573
HIPP1	0.0002497031939841049
CG42394	0.00025242968003429974
AdSS	0.0002527037921059548
CG6406	0.00025385979193924774
Strip	0.00025419994470372143
Pym	0.0002551138993259749
Vps16B	0.0002571979812933905
mRpS33	0.0002623425157153532
CG8089	0.0002634359006353937
otu	0.00026432129125536675
CG9384	0.00026615543477507067
CG13653	0.0002662971699668844
alphaTub84B	0.00026732065300485205
Mcr	0.0002684381736710519
CG32454	0.0002697338394638489
Pomp	0.0002700295614290643
twf	0.000270572545903024
CG11436	0.00027118034643824044
Adh	0.0002721956828474997
U4-U6-60K	0.0002734012509137638
ATPsyn-b	0.0002749369264640928
Atg18a	0.0002757718035538037
Cctgamma	0.0002799324163404431
shark	0.000282462494874608
CG8149	0.0002829537253034379
larp	0.00028311590516748975
CG2023	0.00028368637456628723
not	0.00028546936028094337
Hydr2	0.00028689636328617493
H	0.00029095217895685555
Elf	0.0002918154398257178
VhaPPA1-1	0.00029221756284080017
TER94	0.00029554259944108475
eIF-3p66	0.0002975194563460643
Brms1	0.0002984821707313222
SCAP	0.0002993833260102483
Claspin	0.00029961265361585474
G9a	0.0003007618839484132
CG18178	0.0003019970972631982
CG9330	0.0003034329447357595
Rbp1	0.00030478908572212176
trk	0.00030791066452697517
CenG1A	0.0003099052284343487
Elba3	0.0003162479887368139
mRpS17	0.00031660407039372325
CG30284	0.0003166067137461672
RpL24-like	0.00031884267521423046
Socs44A	0.00032002762613312133
Ref1	0.0003216169604562495
da	0.00032193123359022113
CG6962	0.0003235044103656017
CG8841	0.00032888597422716173
Hexo1	0.0003299431807477966
RnpS1	0.0003374023580860522
mRpL14	0.0003400227529476823
CG6175	0.00034008897681400626
Gem3	0.00034265742289550465
lok	0.0003437525635585764
CG34133	0.00034484775149972114
SF2	0.00034816327769662516
smt3	0.00034960726303897373
CG15525	0.00034980360736573777
CG12929	0.00035037005880785645
CG14812	0.0003509243451484995
CG5033	0.00035147777548980637
CSN6	0.00035829934465800365
gnu	0.00036088153936357877
Spt	0.00036129161336273
CG8668	0.00036504255397185737
CG2091	0.0003658465835528387
spel1	0.0003676033108837231
CG17734	0.0003689116163083871
Orct2	0.00037299946870956085
CG33111	0.0003741346435340949
CR45610	0.00037508610429865885
Lac	0.0003760823869517037
Kr-h2	0.00037626604926929686
CG2126	0.00037758701765734865
CG17765	0.0003792050746933322
CG4278	0.0003795181777751483
CG5004	0.0003811090387627131
CG40042	0.0003819699734199683
GstT1	0.0003862450813729213
CG7492	0.0003933121950247078
Vti1	0.00039656459367009086
CG14207	0.000396916848236978
prod	0.0004032233300235597
CG43659	0.00040417973013542316
CG32262	0.00040418906555841157
Spt3	0.000406101101241912
tamo	0.0004062300700883125
CR44930	0.00040738643644189416
CG5335	0.000408002413855588
CG17470	0.0004110841130752682
CG11802	0.0004127385138980829
CG6272	0.00041490420151772396
CG7523	0.0004167397594582725
slp2	0.00041905206216046184
Ras85D	0.00041915749584156624
GstE1	0.00042025433890269503
HipHop	0.0004241154674061892
Pgm	0.00042933577986493666
CG9376	0.00043355906402205553
CG2852	0.00043504296066834757
meigo	0.0004356573280689671
CG17802	0.000436500733667974
ligatin	0.000437107573009191
l(1)10Bb	0.0004378931180628789
CG6287	0.0004418078719196072
CG34137	0.0004451451379932811
bora	0.0004457388983328355
Rpn2	0.00045224927429558305
Su(var)2-10	0.0004527993039413652
CG3618	0.0004549436239926237
Sas10	0.0004618914529868606
RhoGEF3	0.0004651036091452371
CG1575	0.0004666742262004647
CG3409	0.0004672872452091613
bru	0.00046754610016644334
Aac11	0.00046802191503594984
piwi	0.00047101614723877466
Rok	0.00047359607369771927
faf	0.00047925973709822247
Ir51b	0.00048592372552844497
Rpt1	0.0004890723041763628
Wsck	0.0004897673055232588
CG7943	0.0004899358729107874
Taf6	0.0004962774919445199
CG3678	0.0004974585757498689
Pi3K92E	0.0004984911964078641
shep	0.0005002129490427167
CG9586	0.0005005761899586044
Rs1	0.0005048745160948724
CG4199	0.0005054419576446093
CG13005	0.0005067827812113753
GlyP	0.0005069875241195229
CG1542	0.0005161340069334771
Nup93-2	0.0005257984947202218
Wdr82	0.0005264867889373112
CG14814	0.0005265913102229629
gd	0.0005312198812908296
CG4866	0.0005314761747813806
tacc	0.0005333413285209333
Vha36-1	0.000533534877831759
BCAS2	0.0005377968009506898
Mrtf	0.0005442963517997193
Trx-2	0.000547645142331957
aub	0.0005497567543873888
sle	0.0005501534418705605
Larp7	0.0005520499947502203
CG13255	0.0005555051637705109
msk	0.0005655632050799848
CG7787	0.0005690688837793075
Su(P)	0.0005703443067624318
CG10336	0.0005741024812891759
CR44763	0.0005770872912556822
CG9186	0.0005787210705783083
mir-4912	0.0005807987546308026
Pex23	0.0005837764805061049
Elba2	0.0005843744447875032
CG3077	0.0005900235381949871
CG14451	0.0005931882437476111
tth	0.0005945565556951808
Coprox	0.0005953818259732309
CG17721	0.0005984606575440895
CR45176	0.0006028960246752751
Pgant35A	0.0006047615058834955
CG8915	0.0006057169903130986
shg	0.0006079710746721263
Cas	0.000609543080889429
Vps24	0.000611019492940951
CG5787	0.0006142823346531996
Rpn7	0.0006184779734685379
Debcl	0.0006223094224968528
Nuf2	0.0006244363125638284
CG7133	0.0006378894071209731
Mtr3	0.0006391071802168136
twe	0.0006416430534328957
CG8475	0.0006438696644849008
CR44931	0.0006487911132043449
Cdk2	0.0006503686054815629
CG11674	0.0006553018889022277
Fic	0.0006594936408506661
CG34183	0.0006679311365342809
CG11537	0.0006679473663531408
MESK2	0.0006692287909629039
RfC38	0.0006711827423025701
CG42556	0.0006714179165837272
Rpb10	0.0006739190754555157
cup	0.0006763578033564026
Dhpr	0.0006766069316816963
CG3337	0.0006830743864255235
Nsun2	0.0006847248221855128
mRpL30	0.0006851336562952542
CG10055	0.000690024705005158
CG1785	0.0006944055518240947
BigH1	0.0006985423500677375
CG11231	0.0006998676980687279
Ctf4	0.00070186470788046
CG3165	0.0007025852447851939
grp	0.0007072901240210567
CTCF	0.000707935828192927
nes	0.0007089953317392279
CG4848	0.0007101370289967966
CG8005	0.000713881808336079
CG5903	0.0007141716317543345
CG11076	0.0007158851086891361
CG12986	0.0007226265594864399
RpS24	0.0007313835368811046
CG32264	0.0007329641689340416
CG30051	0.0007368606180355252
gbb	0.0007370222348517437
dgt5	0.0007388176160141233
S-Lap5	0.0007389812186019223
CG4951	0.0007390384747957765
Dpck	0.0007390820476185013
CG9485	0.0007393915559322755
Prosbeta1	0.0007420595798952203
Prosap	0.000746705363603774
Ubpy	0.0007492406270626992
CG10068	0.0007507062127978652
Hsp60	0.0007549198018213405
AdSL	0.0007566119277125386
CG9577	0.0007566342166086522
RFeSP	0.0007605547304209066
CG7927	0.0007610009432465081
M1BP	0.0007612291516631517
Ada	0.0007748755372438155
CG4407	0.000777095775566528
Tango4	0.0007777853972237496
CG7970	0.0007780854268773561
Rich	0.0007784431288442824
mRpL18	0.0007796756581941178
r-l	0.0007798226957605849
CG2767	0.0007820370621883262
CG10494	0.0007843730626320006
CG34163	0.0007867980170190634
chrb	0.0007915589401309115
CG7841	0.0007951716732910491
CG5087	0.0007957436341233137
Pex13	0.0008023617023579105
SmD1	0.0008026581317221963
CG4617	0.0008028654349686037
Unr	0.0008288629829230497
CG9917	0.0008316121897014683
baf	0.0008325555485858485
CG14860	0.0008370544866587925
CG10237	0.0008401844917470982
CG4707	0.0008412648979923069
Ca-P60A	0.0008445339017241833
stai	0.0008448893295005376
CG9914	0.0008492986099057246
CG9426	0.0008498291932348517
Past1	0.0008499285000931006
jub	0.0008532888140629807
nrv1	0.0008596897586365638
CR30055	0.0008746706228517237
msl-1	0.0008798639935268283
CG17163	0.000883769549557702
RhoGDI	0.0008977837601534767
CG12121	0.0008982761245331688
CG8319	0.0009020853147408158
mt:ATPase8	0.00090672780874438
CG7208	0.0009071702361971237
Lasp	0.0009103000186187782
pen-2	0.0009133038925932712
CG2865	0.000918617239937657
CG2004	0.0009189514636213856
toc	0.0009260753045916717
CG32756	0.0009275926497667535
eIF2B-epsilon	0.0009283401879576011
spag	0.0009289466191665095
CG3770	0.0009433022319062941
Nup154	0.0009451033180069416
CG5862	0.0009455748630525531
z	0.0009509931929396803
Mcm6	0.0009571917503840426
fh	0.0009573457190431636
CG7510	0.0009629722929878363
Dcp-1	0.0009666305435460588
Sgf11	0.0009672756147362374
CG42259	0.0009748210156049463
Pp2A-29B	0.0009757582065734946
CG11737	0.0009766686746553695
CG7339	0.0009788046863027724
l(2)35Df	0.0009835834993713315
CG15535	0.0009841898206308392
aurA	0.0009890179511243763
CR45593	0.0009896324694738392
CR45276	0.0009958537207478038
CG9246	0.0010019392534291413
Synd	0.0010043310188769488
Bmcp	0.0010090976084884138
epsilonCOP	0.0010217001189562057
Rrp45	0.0010237060177774255
CG4585	0.0010239182699733251
Dim1	0.0010241649465848237
CG9886	0.0010285932863373947
Pxt	0.0010350105085612622
ari-2	0.0010445385111509005
CG14450	0.00104763252649955
Tsp86D	0.001052075519055766
CG10479	0.001064334284751439
CG17726	0.0010687143743733905
CG1789	0.0010689501387155392
CG10338	0.0010695767643894597
cnc	0.0010709618508319804
CG14210	0.001071690498616336
CG10576	0.001076156098230565
CG12042	0.0010830808875872046
wash	0.0010866474991171047
CG30059	0.0011032625212467992
fz4	0.0011096441173555744
pkaap	0.0011101732825500694
CG6712	0.0011170304305056266
fj	0.0011297191229786222
CG13097	0.001138217310821485
CG13773	0.001144828708548416
CG32452	0.001145247611168854
CG30118	0.0011528674581208498
Rlip	0.0011538514377575015
Ndc1	0.0011568217247218888
CG12316	0.0011580018585987807
CG11360	0.0011583414287608307
Myd88	0.0011592540317487022
mRpS18A	0.001166669495682356
Atg18b	0.0011742623047203778
noe	0.0011825684455470601
RpL41	0.0011838574472019467
CG10321	0.001188057389160549
Psf3	0.0011901190165939381
CG13465	0.0011927487195962311
CG42389	0.0011945527303429176
CG15696	0.0011973998383770792
flr	0.0011992558218185453
CG5877	0.0011999641707707803
Liprin-alpha	0.001207490053325455
CG6179	0.001213953501477592
Fpps	0.0012150429071187709
CG6540	0.0012156927396145217
swm	0.0012160801702425289
Hsp83	0.0012162502059993366
twin	0.001224103301900165
CG5355	0.0012314401997963978
CG5478	0.0012322738178217043
mge	0.0012344891438842522
CG8783	0.0012503039621813764
CG34229	0.001268039546143259
Chd3	0.0012713038656259933
CR45033	0.0012740488621580622
CG45092	0.0012808358865553837
Rbf	0.001282486700741055
CG7718	0.0012832453511216564
CG4558	0.0012882925691473307
CG4749	0.0012896586709530522
RpLP2	0.0012913072117715048
aop	0.0012916689614611537
BCL7-like	0.001297371181625924
Lap1	0.001297443922870758
CG13994	0.0013026197176590059
RNaseP:RNA	0.001306921767067145
Bug22	0.0013150602356724497
snmRNA:641	0.001332933109758032
CG14767	0.0013365950986750188
l(3)02640	0.0013480374838793845
CG9986	0.001349669247449229
CG11703	0.0013496970014589048
CG7728	0.0013543966937384566
CG32625	0.0013605689879660193
Liprin-beta	0.0013629751584425432
CG9941	0.0013633360304685755
CG31365	0.0013900968313319605
Spt6	0.0013902454646984616
tsr	0.0013930568686980284
ave	0.0013960851970886766
Tango9	0.001413274251675121
sn	0.0014156798944839038
Fem-1	0.0014180277591334617
CG3815	0.0014200991274915594
CG9769	0.0014259272922703193
CG11377	0.001431820636910159
l(3)03670	0.001432854532392896
CG32536	0.001437097075632959
CG17568	0.0014381778818841342
mtSSB	0.001438937415028356
CG13807	0.0014425103088714644
vls	0.0014440224661131566
eIF3-S9	0.0014548774348762555
Hsepi	0.001457129322424704
CG5189	0.0014629377093514832
CG42819	0.0014658334801902595
CG12267	0.001468285719730273
CG11811	0.0014688039286677378
Dmn	0.0014759412641189961
Aprt	0.0014807705161576222
SCOT	0.001497734266694441
MFS18	0.0015014094078256795
CG4996	0.0015020413196715936
Prosbeta3	0.001503119717457552
Blos2	0.0015111283541221964
RpL9	0.0015152056227863608
l(1)G0255	0.0015153545485593143
CG5439	0.0015168338332676471
Mer	0.0015224881770534127
CG8195	0.0015250407062632441
CG2982	0.0015253683259216972
CG5548	0.0015400807147324114
RpL35	0.0015431418241574032
CG42813	0.0015439019253289015
CR34262	0.0015577383083320263
mRpL27	0.0015578669624907154
CG11593	0.0015667367771019605
CG9205	0.0015670805464486606
spn-F	0.0015686818380807684
CG42381	0.0015704049810132989
CG10340	0.0015721582667256803
Pis	0.001573856884390141
pck	0.0015800067154976049
cad	0.0015808374844424817
CG7009	0.001591938288221109
mus101	0.001603710301262049
CG9104	0.0016106629222064738
Arc1	0.0016115833566443167
MED4	0.0016120212271730698
CG7632	0.0016284360448907947
Tom70	0.0016310915630091858
CG1737	0.0016480726390710322
BtbVII	0.0016482884132423526
ems	0.001654731563205881
CG13605	0.0016634353028144426
DnaJ-60	0.0016730295153583124
14-3-3epsilon	0.0016731312705770913
Arp2	0.0016907085308186932
vret	0.001692802885769676
CG10527	0.0017033548994600932
boca	0.0017046955960304127
pico	0.0017048228102737337
CG14894	0.001718055117420844
CG8950	0.0017206486306065509
Pcd	0.0017206781676728186
cpb	0.0017254037660857896
Gp93	0.0017278822875196303
Uba3	0.0017315514311306473
CG15012	0.0017448990430794914
pr-set7	0.0017529667056209325
CG15098	0.0017565303563043513
Aats-trp	0.001760614834654822
Nop17l	0.001786773365026398
CG32039	0.0017888303288220702
ImpE3	0.001804458591450407
mRpL4	0.0018047734504901118
CG8441	0.001805156350482736
Aats-gly	0.0018092284979328536
alpha-Man-Ib	0.0018402542157876542
CG8735	0.0018524032607164518
mRpS28	0.0018547516049941318
Nup37	0.0018820683382528077
CG15715	0.0018823036825271631
woc	0.0018977527523076558
scaRNA:MeU5-C46	0.0018987565278025212
CG42542	0.001905735839907538
SkpA	0.0019138501512579518
DNApol-iota	0.0019139460324426273
Gclm	0.0019154878695218102
CstF-64	0.0019302832152476464
MED8	0.0019354599248269226
CG15107	0.0019428454294594447
Sas-6	0.0019471406598340656
Ssu72	0.0019472186921229116
Dcr-1	0.001952366623518726
Rrp1	0.0019549541690412095
Ras64B	0.0019595673539024006
Tpi	0.001966581585726736
l(2)37Cc	0.001980131995777586
CR14033	0.0020029159845942474
Mtp	0.002015252554541373
Tango14	0.002027079558567034
CG5718	0.00204125589720565
mfrn	0.002044659960865692
Prpk	0.002046370033145775
CG8204	0.00204821868928444
Kdm4A	0.0020490967511851603
nerfin-1	0.0020530519670106696
GstE7	0.0020622214173828144
RpL6	0.002076526153564986
CG12084	0.0020774129019917346
CG8378	0.0020811148716686732
CG6664	0.0020890276565220284
ergic53	0.0020904161926854296
betaTub56D	0.0020961043751242664
Tom20	0.0021086396608143167
CG1677	0.0021180271719345545
ssh	0.0021268596185640737
CG4036	0.002131405612959885
CG8481	0.0021452530727018955
cag	0.0021477494407214537
CG34125	0.002154093079569366
Tbc1d15-17	0.0021560254069265855
CG8531	0.0021813459852551803
CG13609	0.002182107250239243
CG4406	0.002194838463178268
CG14463	0.0021979842769370792
CG10383	0.0021980733951197113
CG11899	0.002213771958944418
wisp	0.002229596668134189
RhoGAP54D	0.0022377392286322957
Parg	0.002242148174562455
Tal	0.0022500214028675046
VhaAC39-1	0.002250122141535263
Sem1	0.0022534023758242054
Plap	0.002256402699600071
lid	0.0022595850292557885
CG42684	0.00226115204946883
CG12091	0.002262284846199156
CG14615	0.0022695550221847887
pelo	0.002284387280122651
GstD5	0.002285679106845729
CG33474	0.0022889475715081953
CG43736	0.0022978765945559747
Spt20	0.0023006605286909052
CG14480	0.002304897611134516
CR41519	0.0023051539759105398
PGRP-SC2	0.002305826961126628
CG7183	0.002311957668801467
RasGAP1	0.0023182153470522764
Sec24AB	0.0023183806957975082
CG31694	0.002320227358194433
CG12859	0.002335741096612222
SMSr	0.002340229393838018
Acph-1	0.0023921007418455723
CG1738	0.0024026727394658026
Aats-leu	0.0024070075192719107
CG1603	0.0024237281644858134
CR43856	0.0024250705633884523
Patj	0.0024379083827325825
kibra	0.0024440317970850136
Sod3	0.0024513823704582793
MESR4	0.002457316120249727
CG42445	0.002464082824784713
Ccdc56	0.002469983418427794
Sce	0.0024768816399460365
CG31937	0.0024774612128167107
Rpb11	0.002492098640164683
lt	0.002512953285707353
CG10672	0.002515512845933835
Tango5	0.002522702035780101
CG6686	0.002530555625402478
CG3313	0.002543945896598593
CG13766	0.0025447681912847664
ver	0.0025523345773095295
Ntmt	0.0025645869834004242
CG11070	0.002582318188906414
CG7458	0.0025901313085952256
Oda	0.0026016163125334537
CG5555	0.0026283043955397257
CG15743	0.0026390493084713557
CR45867	0.0026536202073506637
Cyt-b5	0.002662589178623064
Mat1	0.002664878409777523
Nf-YC	0.002667970891356442
CG7369	0.002676085629155376
CG30344	0.0026866059470196284
Gpb5	0.002687996671132154
P5cr	0.0026993965225925133
CG3446	0.0027061414624717415
CG18812	0.0027157760952979883
CG5885	0.0027271616708699395
CBP	0.002735744490393245
Fib	0.002736310580327237
Scox	0.002747773765243332
RfC4	0.0027626817840749455
swa	0.0027765421963818295
CG7265	0.00281299096628017
CG11107	0.0028219423690070446
CG2021	0.00284391889547067
pre-mod(mdg4)-T	0.002852760577054549
cer	0.002855218085975597
Gcn5	0.0028653521043583968
Tcp-1eta	0.0028781692683787817
CG4338	0.0028837620703316596
CG5567	0.0028907780930218043
CG13192	0.0028968531838535934
Tab2	0.002900893337371247
CG14647	0.0029078762307308786
robl	0.0029093428255612865
CG6951	0.0029093632853660367
CG9609	0.0029149439889549567
NP15.6	0.0029220210046112527
CG13025	0.0029402360008826344
CG33786	0.0029461835482778183
beag	0.0029514740978335736
CG10803	0.0029555704849534223
CR44766	0.0029636486735566225
mRpL13	0.002968640103366107
Hsp67Ba	0.0029736264820609546
DMAP1	0.002976755304509604
CG14561	0.0030032373270524448
Apc	0.003025641029994637
CG6171	0.003056261827975216
CG1951	0.0030578345609891464
eEF1delta	0.003062937038126631
CR45916	0.0030649414137322874
CG18048	0.0030875038149839125
Tsp97E	0.0030959297941493547
CG12662	0.003098204301391227
CG15863	0.0030983108605275814
dwg	0.0030985040839685645
Tao	0.0030991946776592234
AIF	0.003113252504718148
hoe1	0.0031478317317994824
CycH	0.003166381812955815
fzr2	0.0031701196223017434
mtTFB1	0.003204553340889024
Rae1	0.0032311054601347486
CG13599	0.003250530330700091
CG18004	0.003253348414956545
CG13364	0.0032546341026355972
angel	0.003267064210459895
Toll-7	0.0032780558216721684
Vps29	0.0032842375206490015
GNBP3	0.003331545315280245
Mcm5	0.0033331861186128428
CG9601	0.003334487349260052
step	0.003337383357772721
CG33722	0.0033648141954838295
Atu	0.0033748923061120745
dsd	0.0033833719550428834
CG18815	0.003394580388811999
BTBD9	0.0033950424599416998
CG32579	0.0034251285351017697
CG10889	0.00343489277814039
CG4455	0.003450637229822079
MED11	0.0034659584464524374
NELF-B	0.0034837247473528186
cindr	0.003502137209882124
CG7593	0.0035227572204225986
CG13890	0.00353395055852073
Brd8	0.003535009735897866
Adam	0.0035486720358482724
vsg	0.0035553148500098693
CG7747	0.003568371841617725
CG4854	0.0035801623912827115
ear	0.003606095485654164
MED19	0.003609604195485245
CG10635	0.0036108749131483833
CR44179	0.0036251425429722267
SppL	0.0036482958858920275
CG3808	0.0036772628824399047
l(1)G0334	0.0037047176664423984
EndoB	0.0037098609201744776
CG15440	0.00374514939572509
Surf4	0.0037483596949912015
Zwilch	0.0037637650520257354
ND23	0.0037708310648842756
Pcl	0.003776932055243422
Crag	0.003795440177719454
CG1234	0.003811227661993127
mir-4918	0.0038200248094209183
Rpt3R	0.003823523752029021
CG8206	0.0038279366575955857
Ski6	0.0038454915177019247
CG43107	0.0038475062892700407
Mio	0.0038728945287873876
Clbn	0.003885892893593625
Nelf-A	0.0038941162991949878
CG7379	0.0039028044246468756
Pfk	0.003904709141582876
CG31109	0.003912392119438633
Sec31	0.003920286776983139
CG32485	0.0039280586077482796
CG2147	0.003931169060953859
CG10420	0.003932567187701915
Jupiter	0.003939455442388571
mRpL40	0.003941248083773073
Moe	0.003962893592616486
CG11655	0.003964068405346324
CG3634	0.0039657181494028035
PIG-S	0.003968498871543471
T48	0.003972440029268405
krimp	0.003992803010175813
CG1307	0.003998970832733812
Cep97	0.0040038214815553645
CG1970	0.004011135239330143
capt	0.004011194794698069
P58IPK	0.004015323851321789
CG5026	0.004023416778803953
CG8545	0.004058497256028832
CG12384	0.0040751241380450505
Pak3	0.004103956269915036
26-29-p	0.004112001107783165
CG32699	0.0041192864709806
Es2	0.004127800617641039
CG12259	0.004131643068806738
CG5199	0.004166436055401928
LSm1	0.004181956672465139
sll	0.004183549405869273
Ire1	0.004197354796907218
nop5	0.004202688492746088
Pgk	0.004203802879273179
EndoGI	0.0042239587450946725
CG31125	0.004252611209404007
Pex5	0.004270633986765819
l(3)neo18	0.004271226835651959
CG5676	0.0042874059684324065
Herp	0.0042983134056131245
Rcd1	0.00432223729741617
Sh3beta	0.004326155454644603
CG6685	0.004349553771320515
Mekk1	0.004353719725745334
CG10600	0.004379068332333618
CG8516	0.004384168587065626
CG8677	0.004386285375332139
PP2A-B'	0.004395869938385359
CG11835	0.004400697767491139
CG14014	0.004406011633505887
Sdc	0.004419680522797643
CG11576	0.004424002875645808
CG9775	0.004431481998819703
lin-52	0.004458972187771558
CG9706	0.004511962705887651
CR43080	0.004550811795535728
CG16790	0.004564779133724636
Vinc	0.004570024644881942
Nmt	0.004593082840920214
CG34394	0.004603277277966742
pea	0.004604046382720847
CG10466	0.0046382124692658
Blos1	0.004638768202952331
cal1	0.004653772877624907
CG14966	0.00465406259957016
rost	0.004676813284280949
Men	0.004677380488104484
Irp-1B	0.0046884240666991775
Cdk1	0.004697159573587761
CG1142	0.004700819952974355
Bro	0.004700856497546868
LamC	0.0047155561050590405
CDC45L	0.0047211343869973926
Coop	0.004727948680052056
CG9578	0.004743511761391989
lat	0.0047553618230776196
CG34159	0.0047691190640486904
CSN8	0.004783302614152524
CG11897	0.0048060378066399154
snoRNA:Or-CD12	0.004808381354439489
CG11858	0.004813121714014164
VhaM9.7-c	0.004831461284659913
CG33169	0.004839259010581239
Su(Tpl)	0.004855964492827827
CG42258	0.004873390007847666
botv	0.004901150739616859
RpL26	0.004934978684596069
CG10366	0.0049361164446457394
CG3756	0.004964047504845305
Gie	0.00496501217746408
Sin3A	0.004983924317976451
CG5986	0.004986667052764863
MICAL-like	0.005009017643429578
P5CDh1	0.005046153369201424
CG2076	0.0050562535808511486
CG6153	0.005074430565821925
Ugt86Da	0.00507812227958846
CG5276	0.0050822864060137
dco	0.005130247140858652
CR44592	0.005133956189073888
Arfip	0.0051356167417919854
spt4	0.005137101855066759
CG5823	0.005162601107382152
CG8289	0.005184960561698392
Lrr47	0.005200913008043268
CR45210	0.005202375426793815
Spx	0.005211614080460871
Ipk2	0.0052427273459382286
Gl	0.005249109399147019
CG7556	0.005268699037827384
CG32512	0.0052716360087797995
l(1)G0148	0.005293684674833031
CG11777	0.005300556314867559
sav	0.005307960040182146
mtTFB2	0.005312194290841345
CG12207	0.005318657508802224
CG11696	0.005346307557191251
ldbr	0.005382484660046664
RabX6	0.005386442315784708
Rac1	0.005393090155396969
CG5734	0.005406793639070866
CG13151	0.005409100751987155
lama	0.005410597108326391
CG43783	0.005419330593334954
PGAP5	0.005421853309249617
CR44873	0.005431753862204147
CG9305	0.005456210462631
beg	0.005466390341421528
dx	0.0055069890517135565
xmas-2	0.005512854555213232
CG7280	0.005544339272490333
CR44987	0.005546597539233079
Csk	0.005573150585933924
ORMDL	0.00558307768802595
dpa	0.005616370521669959
dre4	0.005656766541778983
